"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000224051",258.402184254898,-0.626479452628354,0.12281229272085,-5.10111356729029,3.37660863366863e-07,3.56430280073569e-05,"CPTP"
"ENSG00000162494",149.98765310451,0.337794823323887,0.130351988421502,2.59140522069833,0.00955848669166458,0.0976785322006502,"LRRC38"
"ENSG00000159423",538.822231876921,-0.310330232095699,0.0949877315409192,-3.26705593513426,0.00108672206515362,0.0212563285932481,"ALDH4A1"
"ENSG00000142661",3828.37387468847,-0.489253806376422,0.142484405697458,-3.4337358111685,0.000595324123851149,0.0135200112021244,"MYOM3"
"ENSG00000169504",538.084397075348,-0.32182838838085,0.0676896538797641,-4.75446940462287,1.98968268671174e-06,0.000148619849006897,"CLIC4"
"ENSG00000169641",160.496447184303,-0.251943573038579,0.09336646940396,-2.69843740099584,0.00696658387562316,0.0793451490837249,"LUZP1"
"ENSG00000233954",443.311556918227,-0.336644978355832,0.0945882366906982,-3.55905755444681,0.000372187970673098,0.00935171769397365,"UQCRHL"
"ENSG00000116663",82.4088246408857,0.307296087412381,0.115136594375865,2.66896974917643,0.0076084302502754,0.0840284532258351,"FBXO6"
"ENSG00000215695",607.093519738003,0.407820435816902,0.0827449427354028,4.9286448492811,8.28019343623597e-07,7.2432525452629e-05,"RSC1A1"
"ENSG00000116237",857.650892348593,-0.527921738776253,0.0874310652694238,-6.03814830746293,1.55892756011457e-09,3.72859952510946e-07,"ICMT"
"ENSG00000090020",49.4497544859995,-0.610719787201989,0.201598950183276,-3.02937979908515,0.00245056397715783,0.0379536117609812,"SLC9A1"
"ENSG00000162512",96.1623417295719,-0.43345823270039,0.132521249195583,-3.27085833654244,0.00107221606742773,0.0210597947963066,"SDC3"
"ENSG00000196581",31.1145637051764,0.663634195036544,0.218593610118654,3.03592678064249,0.00239797588601637,0.0373226971715645,"AJAP1"
"ENSG00000121769",3209.50980569324,-1.07343387090104,0.134121770778932,-8.00342751715036,1.21002920690032e-15,1.34491187437539e-12,"FABP3"
"ENSG00000162413",1706.83827454358,0.307393691313197,0.0999751622515703,3.07470059953185,0.00210713965650116,0.0343523760220789,"KLHL21"
"ENSG00000134698",542.242582275245,0.234428354805987,0.0742476884769081,3.15738253425757,0.0015919236001539,0.0280412185397491,"AGO4"
"ENSG00000009709",94.9860599369128,-0.345316647748952,0.131154783593667,-2.6328940377713,0.00846607554696876,0.0903931311251471,"PAX7"
"ENSG00000116771",486.306600225388,0.425594071748412,0.128782306855048,3.30475577073986,0.000950591957785936,0.0193150424000362,"AGMAT"
"ENSG00000197312",2199.72787141671,0.416095998463541,0.0742596737200585,5.60325648658416,2.10361582192241e-08,3.42653628924345e-06,"DDI2"
"ENSG00000173660",1384.22773640744,-0.296122134347559,0.0900414741257191,-3.28873041254415,0.001006403704928,0.0200802513248307,"UQCRH"
"ENSG00000054118",1884.67148109713,0.266302542136603,0.0881426033971198,3.02126930534145,0.00251717370929766,0.0385429475179735,"THRAP3"
"ENSG00000197429",292.530836811695,0.415962698943581,0.0718909938254417,5.78601959452083,7.20738105643512e-09,1.37559055617517e-06,"IPP"
"ENSG00000134697",288.509170083495,0.23174057337749,0.0803983501636988,2.8824045879753,0.00394652636134498,0.0530367109513608,"GNL2"
"ENSG00000187513",49.5899653241229,-0.349991420687426,0.134066857078275,-2.61057377128699,0.00903904739583703,0.0947270108399006,"GJA4"
"ENSG00000066056",220.15009413039,-0.430082021907891,0.104238983194345,-4.12592303501308,3.69250751038699e-05,0.00156434819302157,"TIE1"
"ENSG00000173436",246.942479671704,-0.270475353767832,0.0802757541447229,-3.36932809475964,0.000753516770344532,0.0162160585144191,"MICOS10"
"ENSG00000236876",131.232801398024,-0.285472802048614,0.106011669598365,-2.69284318537907,0.00708455819174618,0.0803980342540805,NA
"ENSG00000228121",25.0496001393216,-0.516240661997163,0.189581092613834,-2.72305985201128,0.00646803387393819,0.0750697174742396,NA
"ENSG00000224609",108.545390337749,0.753704533859542,0.108324955653076,6.95781068467153,3.45601192864577e-12,2.10649501263748e-09,"HSD52"
"ENSG00000134716",339.246309834806,-0.552598886099561,0.126294578607603,-4.3754759087204,1.21167824657627e-05,0.000657892542214328,"CYP2J2"
"ENSG00000157184",286.515487703593,-0.339526913000409,0.0905222327205973,-3.75075716535164,0.000176301381303736,0.00527090917679443,"CPT2"
"ENSG00000198815",903.842472294589,0.217222235983417,0.0687793187071715,3.15824931195149,0.00158719754541308,0.0280019585626333,"FOXJ3"
"ENSG00000123080",68.5138315522352,-0.368336866608477,0.135230057483647,-2.72377956101231,0.00645395678888227,0.074952374631795,"CDKN2C"
"ENSG00000116704",379.905271486515,0.212248929578249,0.0815781403560036,2.60178681019209,0.00927394827521306,0.0960697657128019,"SLC35D1"
"ENSG00000236200",23.7018294371073,0.955518422109379,0.254581742248657,3.75328730831019,0.00017453062315365,0.00527047681777726,NA
"ENSG00000285851",375.036013526313,-0.403912567271331,0.0775387507225,-5.20917042778875,1.89686819031774e-07,2.2261692208729e-05,NA
"ENSG00000162618",238.142478247783,-0.263320105461615,0.0872929034029945,-3.01651216990661,0.00255700953384971,0.0388904624751881,"ADGRL4"
"ENSG00000174021",357.069532207381,-0.418138699269073,0.0758267505424238,-5.51439559624979,3.49980588283291e-08,5.29030657249023e-06,"GNG5"
"ENSG00000116717",99.6382213886881,0.897644793064715,0.275313450009786,3.2604465674772,0.00111236923848421,0.0216236797954313,"GADD45A"
"ENSG00000184313",215.386197794792,-0.847237090697096,0.173778763391469,-4.87537760174145,1.08600516821097e-06,9.12003006815391e-05,"MROH7"
"ENSG00000117480",153.844827179088,0.237140022954555,0.0892424173270753,2.65725682984843,0.0078779401176007,0.0861421750706396,"FAAH"
"ENSG00000117500",874.862789342671,-0.274569831610644,0.0940816213317294,-2.91842155485945,0.00351808381395323,0.048986141241449,"TMED5"
"ENSG00000271723",469.873638374695,-0.356141088611243,0.0833929067880034,-4.27064006194921,1.94912765310231e-05,0.000954113134854098,"MROH7-TTC4"
"ENSG00000036549",689.316130123797,0.19751913473181,0.0737855547123994,2.67693501121863,0.00742990450917604,0.0827759703425007,"ZZZ3"
"ENSG00000097033",2960.92954525965,0.176568797207535,0.0513033419178328,3.44166267940842,0.000578150714321966,0.0132414033298346,"SH3GLB1"
"ENSG00000168710",927.106297192614,0.322301469621418,0.0661547937603366,4.87192917249566,1.10513790137127e-06,9.23963745416376e-05,"AHCYL1"
"ENSG00000117519",197.573260268241,-0.367395678371692,0.0906369548827846,-4.05348655906218,5.04599003730138e-05,0.00200302482678171,"CNN3"
"ENSG00000228502",1587.08273737152,-0.214547297534418,0.0752818793750551,-2.84991952001544,0.00437302927701726,0.0570638039980947,NA
"ENSG00000079739",10782.3485328109,0.303793746768131,0.0781004331105805,3.88978312499236,0.000100333849023037,0.00347854693080784,"PGM1"
"ENSG00000116774",77.3416421226705,-0.353336172062556,0.130675420683636,-2.70392220827801,0.00685263298087489,0.0785206186619958,"OLFML3"
"ENSG00000213366",659.774043717592,0.211419457774432,0.0782675601664956,2.70123991759406,0.00690814862057863,0.0788697692965759,"GSTM2"
"ENSG00000236360",61.4792192509631,-0.404380181056367,0.123406174557023,-3.27682291836632,0.00104982188856543,0.0207702135678944,NA
"ENSG00000134198",26.9443543600941,-0.620694214271372,0.173324576074182,-3.58110908637514,0.000342138756657036,0.0087835758247754,"TSPAN2"
"ENSG00000134247",107.703725230667,-0.35845052288432,0.115153114552519,-3.11281656842064,0.00185311154616426,0.031513915104634,"PTGFRN"
"ENSG00000117360",374.246085581546,0.276055062007335,0.0728595435450418,3.7888662016758,0.000151336388378282,0.00475000175815222,"PRPF3"
"ENSG00000116489",389.749582050524,0.194561628280707,0.0625209240056812,3.11194422307365,0.00185859611479026,0.031513915104634,"CAPZA1"
"ENSG00000197323",607.511520576642,0.205048132763981,0.0735443049327851,2.78808988610854,0.00530198306812584,0.0652219857241131,"TRIM33"
"ENSG00000155761",42.2573850865668,-0.837732022951533,0.192583811522796,-4.34996075904528,1.36161895955034e-05,0.000720666393297023,"SPAG17"
"ENSG00000143458",262.10054555609,-0.179270397438393,0.0637967253057074,-2.81002506914497,0.00495376412140357,0.0622970522250178,"GABPB2"
"ENSG00000134202",505.509022204371,0.255099834940788,0.0902682920575265,2.82601818563507,0.00471305882118316,0.0603253285167925,"GSTM3"
"ENSG00000143603",444.541414941189,0.362433405924062,0.108196055504281,3.34978391065025,0.000808746264345061,0.0170740342623463,"KCNN3"
"ENSG00000175984",2938.17180316723,0.298796057324473,0.112756297709762,2.64992788335055,0.00805089539189471,0.0873258716589269,"DENND2C"
"ENSG00000271425",1175.55597039884,0.240907711102718,0.0862716917956273,2.79243058862709,0.00523136900189909,0.0644792676391933,"NBPF10"
"ENSG00000264522",700.85026384309,0.253266513546408,0.0632320424337478,4.005350828447,6.1925503435101e-05,0.00235429051791999,"OTUD7B"
"ENSG00000163191",34.7617757881809,-0.56977970049336,0.158928135994289,-3.58514052234172,0.000336896757766147,0.00872008799724842,"S100A11"
"ENSG00000143198",1649.67913891089,-0.610620759288859,0.0882159255781572,-6.92188802970574,4.45663455067862e-12,2.47670911279625e-09,"MGST3"
"ENSG00000213062",121.635449437044,-0.603683465736883,0.134855556867201,-4.47651902347161,7.58699106431733e-06,0.000460375184714,NA
"ENSG00000198574",86.6586990151731,0.571853555711132,0.152422259001731,3.75177194890306,0.000175589150360464,0.00527047681777726,"SH2D1B"
"ENSG00000132716",2576.49746881031,0.241235362125229,0.0595118188877036,4.05357064586498,5.04417577052806e-05,0.00200302482678171,"DCAF8"
"ENSG00000183853",110.429213780463,-0.304298054811167,0.0938673139848462,-3.24178930762089,0.00118781802755436,0.0226476504850046,"KIRREL1"
"ENSG00000135842",2260.58086830807,0.36322025387654,0.107224432218084,3.38747658871055,0.000705387370173285,0.0154084327854615,"NIBAN1"
"ENSG00000143164",7905.81401577415,0.17028948418631,0.0619149478215658,2.75037757727053,0.00595266298917611,0.0707838685843188,"DCAF6"
"ENSG00000116815",43.5359540632292,-0.475654764364038,0.143316219894569,-3.31891787764116,0.000903670010633157,0.0186203324437443,"CD58"
"ENSG00000215861",7849.90955857726,-0.170420210379835,0.0559748087896641,-3.04458762905688,0.00232999541718784,0.0366266750480567,NA
"ENSG00000162704",150.082108153968,-0.284635497932576,0.101322652363639,-2.80919904180008,0.00496649304395425,0.0623948710541991,"ARPC5"
